firm_crd,firm_name,entity_id,schedule,name,jurisdiction,title_or_status,date,ownership_code,control_person,is_entity,relationship_type
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"HALE, DAVID, BIRDSALL",I,DIRECTOR,02/2011,NA,Y,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"ZINGLER, HOWARD, JAY",I,DIRECTOR,03/2012,NA,Y,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"ULLMAN, JOHN, GUYMUNDAY",I,DIRECTOR,03/2015,NA,N,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"Malone, Connie, Jean",I,CONTROLLER,03/2017,NA,N,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"O'REILLY, ROBERT, OWEN",I,DIRECTOR,06/2016,NA,Y,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"Steven, Kauffman, Alan",I,VICE PRESIDENT,03/2020,NA,Y,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"HUFF, DONALD, ALLEN",I,VICE PRESIDENT,03/2020,NA,N,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"GALLAGHER, CHRISTINE, CRONIN",I,DIRECTOR,03/2025,NA,Y,False,
105361,"JOHN G. ULLMAN & ASSOCIATES, INC",9850,A,"PINTO, MELEATA, MENIKKI SMALLS",I,DIRECTOR,03/2025,NA,Y,False,
105363,"ALAN B. LANCZ & ASSOCIATES, INC.",9274,A,"LANCZ, ALAN, BRUCE",I,PRESIDENT,03/1985,E,Y,False,wholly_owned
105363,"ALAN B. LANCZ & ASSOCIATES, INC.",9274,A,"DWYER, JOHN, KEITH",I,CHIEF COMPLIANCE OFFICER,10/2025,NA,N,False,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"MARTIN, PATRICK, ALBERT",I,MANAGING DIRECTOR,01/2002,NA,Y,False,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"MARTIN, SANDRA, MARIE STASKON",I,MANAGING DIRECTOR,08/2003,NA,Y,False,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"PCL TRUST C/U MARY ELLEN NEUFELD MARTIN CHARITABLE LEAD TRUST DTD 12/9/1982 PATRICK A. MARTIN & JEFFREY S. BILLINGS, TTEES",DE,MEMBER,06/2016,B,N,True,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"PATRICK ALBERT MARTIN MARITAL TRUST DTD 2/27/1995, PATRICK ALBERT MARTIN, TTEE",DE,MEMBER,10/2024,B,Y,True,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"SANDRA M. STASKON MARTIN TRUST DTD 12/18/1995, SANDRA M. STASKON MARTIN, TTEE",DE,MEMBER,10/2024,B,Y,True,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"SANDRA M. STASKON MARTIN DECANTING TRUST DTD 4/28/2021, SANDRA M. STASKON MARTIN, TTEE",DE,MEMBER,04/2021,C,Y,True,parent_brand
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"GILLESPIE, STACEY, JEAN",I,CHIEF COMPLIANCE OFFICER,07/2025,NA,Y,False,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"Winter, Sarah, Elizabeth Martin",I,MANAGER,03/2026,NA,Y,False,
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"MARTIN, PATRICK, ALBERT",I,"PATRICK ALBERT MARTIN MARITAL TRUST DTD 2/27/1995, PATRICK ALBERT MARTIN, TTEE",TRUSTEE,E,Y,False,wholly_owned
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"MARTIN, SANDRA, MARIE STASKON",I,"SANDRA M. STASKON MARTIN TRUST DTD 12/18/1995, SANDRA M. STASKON MARTIN, TTEE",TRUSTEE,E,Y,False,wholly_owned
105381,"MARTIN INVESTMENT MANAGEMENT, LLC",5108,A,"MARTIN, SANDRA, MARIE STASKON",I,"SANDRA M. STASKON MARTIN DECANTING TRUST DTD 4/28/2021, SANDRA M. STASKON MARTIN, TTEE",TRUSTEE,E,Y,False,wholly_owned
104948,HIGHLAND ASSOCIATES INC,7000,A,REGIONS FINANCIAL CORPORATION,DE,,REGIONS BANK,,,True,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"LOOMIS, SAYLES & COMPANY, INCORPORATED",DE,GENERAL PARTNER OF REGISTRANT,09/1993,NA,Y,True,mutual_structure
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"NATIXIS INVESTMENT MANAGERS, LLC",DE,LIMITED PARTNER OF REGISTRANT,12/1997,E,Y,True,wholly_owned
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"CHARLESTON, KEVIN, PATRICK",I,"PRESIDENT AND CHIEF EXECUTIVE OFFICER OF REGISTRANT, DIRECTOR AND CHAIRMAN OF GENERAL PARTNER",03/2000,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"FUSS, DANIEL, JOSEPH",I,DIRECTOR OF GENERAL PARTNER,09/1988,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"GIDMAN, JOHN, ROBERT",I,DIRECTOR OF GENERAL PARTNER,05/2001,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"RYAN, DONALD, PATRICK",I,CHIEF COMPLIANCE OFFICER OF REGISTRANT,02/2002,NA,N,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"WALDMAN, DAVID, LOUIS",I,DIRECTOR OF GENERAL PARTNER,07/2015,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"GIUNTA, DAVID, LAWRENCE",I,DIRECTOR OF GENERAL PARTNER,05/2017,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"HAMZAOGULLARI, AZIZ, VEYSI",I,DIRECTOR OF GENERAL PARTNER,02/2019,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"EAGAN, MATTHEW, JAMES",I,DIRECTOR OF GENERAL PARTNER,02/2019,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"RACZKOWSKI, RICHARD, GEORGE",I,DIRECTOR OF GENERAL PARTNER,02/2019,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"LEGER, MAURICE, PAUL",I,DIRECTOR OF GENERAL PARTNER,02/2019,NA,Y,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"RADFORD, REBECCA, O'BRIEN",I,,CHIEF LEGAL OFFICER OF REGISTRANT AND DIRECTOR OF GENERAL PARTNER,,,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"SETBON, PHILIPPE, BRUNO ALBERT",I,,DIRECTOR OF GENERAL PARTNER,,,False,
105377,"LOOMIS, SAYLES & COMPANY, L.P.",7650,A,"AGRAWAL, PRAMILA",I,,DIRECTOR OF GENERAL PARTNER,,,False,
105396,"CORNERSTONE CAPITAL, INC.",7814,A,"BRANSON, MARK, BRADFORD",I,VICE PRESIDENT,11/2009,C,Y,False,parent_brand
105396,"CORNERSTONE CAPITAL, INC.",7814,A,"GULDBECH, BRIGETTE, ALEXSANDRIA",I,CHIEF COMPLIANCE OFFICER,01/2025,NA,Y,False,
105396,"CORNERSTONE CAPITAL, INC.",7814,A,"FORD, MASON, WILLIAM",I,VICE PRESIDENT,04/2001,C,Y,False,parent_brand
105397,PROFESSIONAL ADVISORY SERVICES INC,9838,A,"JAFFE, DAVID, ALAN",I,"PRESIDENT, CLASS A SHAREHOLDER, PARTNER",01/2004,D,Y,False,wholly_owned
105397,PROFESSIONAL ADVISORY SERVICES INC,9838,A,"BIEBER, CAROL, LIGON",I,"VICE PRESIDENT/SECRETARY/TREASURER, CLASS A SHAREHOLDER, PARTNER",01/2004,D,Y,False,wholly_owned
105397,PROFESSIONAL ADVISORY SERVICES INC,9838,A,"CONNETT, CHRISTOPHER, J",I,CHIEF COMPLIANCE OFFICER,01/2026,NA,Y,False,
105399,MARVIN & PALMER ASSOCIATES,3086,A,"BUCKLEY, KAREN, TWADDELL",I,CHIEF OPERATING OFFICER AND CHIEF FINANCIAL OFFICER/DIRECTOR,03/2008,NA,Y,False,
105399,MARVIN & PALMER ASSOCIATES,3086,A,"MARVIN, DAVID, FRED",I,CHIEF EXECUTIVE OFFICER/DIRECTOR,07/1986,E,Y,False,wholly_owned
105399,MARVIN & PALMER ASSOCIATES,3086,A,"MARVIN, TODD, DAVID",I,PRESIDENT/DIRECTOR,03/2008,A,Y,False,
105399,MARVIN & PALMER ASSOCIATES,3086,A,"MARVIN, STEPHEN, D",I,PRESIDENT,11/2022,A,Y,False,
105399,MARVIN & PALMER ASSOCIATES,3086,A,"MARVIN, BRIAN, DAVID",I,OWNER,12/2012,A,N,False,
105399,MARVIN & PALMER ASSOCIATES,3086,A,"LAROCCA, JENNIFER, MATTES",I,CHIEF COMPLIANCE OFFICER,08/2024,NA,Y,False,
105413,POTOMAC,6355,A,"KHATTA, MANISH, KUMAR",I,"PRESIDENT, CHIEF EXECUTIVE OFFICER, CO-CHIEF INVESTMENT OFFICER, SECRETARY",01/2013,E,Y,False,wholly_owned
105413,POTOMAC,6355,A,"GOODNOW, JEFFREY, SCOTT",I,CHIEF GROWTH OFFICER,01/2017,B,Y,False,
105413,POTOMAC,6355,A,"NORTON, CHRISTOPHER, ROBERT",I,CHIEF MARKETING OFFICER,10/2021,NA,Y,False,
105413,POTOMAC,6355,A,"SCHROPP, JEFFREY, MICHAEL",I,CHIEF COMPLIANCE OFFICER,07/2025,NA,N,False,
105413,POTOMAC,6355,A,"GRAY, WILLIAM, PC",I,CHIEF OPERATING OFFICER,09/2025,NA,Y,False,
105413,POTOMAC,6355,A,"RUSSO, DANIEL, JOSEPH",I,CO-CHIEF INVESTMENT OFFICER,11/2025,NA,Y,False,
105432,GENEVA CAPITAL MANAGEMENT LLC,3679,A,"PRIEBE, WILLIAM, S",I,,MANAGING PRINCIPAL,,,False,
105432,GENEVA CAPITAL MANAGEMENT LLC,3679,A,"ELLENBERG, KATRINA, MARIE",I,,PRINCIPAL AND HEAD OF OPERATIONS,,,False,
105432,GENEVA CAPITAL MANAGEMENT LLC,3679,A,"SHENKENBERG, STEPHEN, JAMES",I,,"PRINCIPAL, GENERAL COUNSEL, CHIEF COMPLIANCE OFFICER & SECRETARY",,,False,
105432,GENEVA CAPITAL MANAGEMENT LLC,3679,A,"Munoz Quiroga, Jose, Manuel",I,,MANAGING PRINCIPAL,,,False,
105432,GENEVA CAPITAL MANAGEMENT LLC,3679,A,"GCM PURCHASER, LLC",DE,,SOLE MEMBER,,,True,
105432,GENEVA CAPITAL MANAGEMENT LLC,3679,A,"PISTORIO, MATTHEW, PAUL",I,,PRINCIPAL AND CLIENT PORTFOLIO MANAGER,,,False,
105432,GENEVA CAPITAL MANAGEMENT LLC,3679,A,"ESTANCIA CAPITAL PARTNERS FUND II, L.P.",DE,"ECP II GCM AGGREGATOR, LLC",SOLE MEMBER,E,Y,True,wholly_owned
105435,1834 INVESTMENT ADVISORS CO.,8630,A,"STEINER, JAMES, PAUL",I,CHAIRMAN AND CHIEF INVESTMENT OFFICER,05/2022,NA,Y,False,
105435,1834 INVESTMENT ADVISORS CO.,8630,A,OLD NATIONAL BANCORP,DE,SHAREHOLDER,02/2022,E,Y,True,wholly_owned
105435,1834 INVESTMENT ADVISORS CO.,8630,A,"CLAYBON, JOHN, CLIFFORD",I,SENIOR MANAGING DIRECTOR,09/2022,NA,N,False,
105435,1834 INVESTMENT ADVISORS CO.,8630,A,"BUCUR, DAVID, ROSS",I,CHIEF COMPLIANCE OFFICER,11/2022,NA,Y,False,
105435,1834 INVESTMENT ADVISORS CO.,8630,A,"GORSKI, MARK, THOMAS",I,CHIEF FINANCIAL OFFICER,05/2022,NA,N,False,
105435,1834 INVESTMENT ADVISORS CO.,8630,A,"AlAhmar, Chady, Mohsen",I,CHIEF EXECUTIVE OFFICER,05/2022,NA,N,False,
105435,1834 INVESTMENT ADVISORS CO.,8630,A,"HOLMAN, ERIC, SCOTT",I,CHIEF OPERATING OFFICER,10/2023,NA,Y,False,
105435,1834 INVESTMENT ADVISORS CO.,8630,A,"EBNER, MICHAEL, DANIEL",I,ASSISTANT GENERAL COUNSEL,10/2023,NA,N,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"HEUPEL, WILLIS, THEO",I,CHIEF FINANCIAL OFFICER/SHAREHOLDER/DIRECTOR,10/1988,A,Y,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"LEVIN, ROSS",I,OFFICER/SHAREHOLDER/DIRECTOR,03/1986,A,Y,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"WOLKOWITZ, JACOB",I,CHIEF INVESTMENT OFFICER/SHAREHOLDER,02/2017,A,Y,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"Krieger, Rebecca, Mary",I,MANAGING PARTNER AND OFFICER/SHAREHOLDER/DIRECTOR,02/2017,B,Y,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"Martin, Brian, Gregory",I,MANAGING PARTNER AND OFFICER/SHAREHOLDER/DIRECTOR,02/2017,B,Y,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"Holm, Jenna, Marie",I,CHIEF COMPLIANCE OFFICER/SHAREHOLDER/DIRECTOR,02/2017,NA,Y,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"GILBERTSON, STEVEN, SCOTT",I,SHAREHOLDER,01/2021,A,N,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"JONES, BRANDON, RICHARD",I,SHAREHOLDER,01/2021,A,N,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"SMITH, SEAN, PATRICK",I,SHAREHOLDER,01/2023,A,N,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,ROSS LEVIN 2025 GRANTOR RETAINED ANNUITY TRUST U/A/D 2/18/2025,DE,SHAREHOLDER,03/2025,A,N,True,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,WIL HEUPEL 2024 GRANTOR RETAINED ANNUITY TRUST U/A/D 4/08/2024,DE,SHAREHOLDER,03/2025,A,N,True,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"HEUPEL, WILLIS, THEO",I,WIL HEUPEL 2024 GRANTOR RETAINED ANNUITY TRUST U/A/D 4/08/2024,TRUSTEE,,Y,False,
105439,ACCREDITED INVESTORS WEALTH MANAGEMENT,4331,A,"LEVIN, ROSS",I,ROSS LEVIN 2025 GRANTOR RETAINED ANNUITY TRUST U/A/D 2/18/2025,TRUSTEE,,Y,False,
105444,THE EDGAR LOMAX COMPANY,3595,A,"ELEY, RANDALL, ROBBI",I,"PRESIDENT, DIRECTOR",03/1983,D,Y,False,wholly_owned
105444,THE EDGAR LOMAX COMPANY,3595,A,"MCGAUGH, RAYMOND, SCOTT",I,DIRECTOR,06/1988,A,N,False,
105444,THE EDGAR LOMAX COMPANY,3595,A,"MURRAY, THOMAS, BERRIGAN",I,"CHIEF OPERATING OFFICER, CHIEF COMPLIANCE OFFICER",08/2001,NA,Y,False,
105444,THE EDGAR LOMAX COMPANY,3595,A,"SILVERMAN, DANA, LEAMAN",I,DIRECTOR,05/2003,NA,N,False,
105444,THE EDGAR LOMAX COMPANY,3595,A,"ELEY III, MELVIN, CLYDE",I,TREASURER,03/2021,NA,N,False,
105444,THE EDGAR LOMAX COMPANY,3595,A,"Atwell, Christopher, William",I,DIRECTOR,05/2023,NA,N,False,
105444,THE EDGAR LOMAX COMPANY,3595,A,"KALLISH, BARBARA, LEE",I,DIRECTOR,05/2024,NA,Y,False,
105444,THE EDGAR LOMAX COMPANY,3595,A,"ELEY, TIMOTHY, VERNON",I,DIRECTOR,05/2025,NA,N,False,
105448,R M DAVIS INC,4310,A,"NOYES, BRIAN, HOWARD",I,"CHAIRMAN OF BOARD OF DIRECTORS, OWNER, DIRECTOR",01/1993,C,Y,False,parent_brand
105448,R M DAVIS INC,4310,A,"LAIDLAW, WENDY, ALLARD",I,"OWNER, DIRECTOR",01/2002,A,Y,False,
105448,R M DAVIS INC,4310,A,"ALEXANDER, GEOFFREY, KNIGHT",I,"CEO, OWNER, DIRECTOR",01/2004,C,Y,False,parent_brand
105448,R M DAVIS INC,4310,A,"DRAEGER, SCOT, ERIC",I,"PRESIDENT, OWNER, DIRECTOR",01/2017,A,Y,False,
105448,R M DAVIS INC,4310,A,"DOUGHTY, JOHN, DAVID",I,"CIO, OWNER, DIRECTOR",12/2019,NA,Y,False,
105448,R M DAVIS INC,4310,A,"MCFARLAND, MATTHEW, ALAN",I,"OWNER, DIRECTOR",12/2019,NA,Y,False,
105448,R M DAVIS INC,4310,A,"WOOD, MICHAEL, PHILIP",I,"OWNER, DIRECTOR",12/2020,NA,Y,False,
105448,R M DAVIS INC,4310,A,"DUBOIS, CALEB, CHASE BOOTHBY",I,"CCO, VICE PRESIDENT, GENERAL COUNSEL",09/2022,NA,Y,False,
105448,R M DAVIS INC,4310,A,"DAVIS, ROBERT, MCINTIRE",I,"OWNER, DIRECTOR",01/2025,NA,Y,False,
105448,R M DAVIS INC,4310,A,"BLANEY, DREW, ARTHUR",I,"CFO, OWNER, DIRECTOR",01/2026,NA,Y,False,
105448,R M DAVIS INC,4310,A,"WHITMORE, MICHELE, MARIE",I,"OWNER, DIRECTOR",01/2026,NA,Y,False,
105448,R M DAVIS INC,4310,A,"CARR, GEORGE, CREELMAN",I,"OWNER, DIRECTOR",01/2026,NA,Y,False,
105466,"BECK, MACK & OLIVER LLC",2269,A,"BECK, ROBERT, CHILDRESS",I,SENIOR MEMBER AND MANAGING MEMBER,01/1988,B,Y,False,
105466,"BECK, MACK & OLIVER LLC",2269,A,"CAMPBELL, ROBERT, JOHNSON",I,MEMBER,01/1992,NA,Y,False,
105466,"BECK, MACK & OLIVER LLC",2269,A,"DELANO, LYMAN",I,MEMBER,10/2005,NA,Y,False,
105466,"BECK, MACK & OLIVER LLC",2269,A,"FITZGERALD, RICHARD, CHARLES",I,MEMBER,01/2018,B,Y,False,
105466,"BECK, MACK & OLIVER LLC",2269,A,"DE LEON, MARIA",I,CHIEF COMPLIANCE OFFICER,02/2022,NA,N,False,
105466,"BECK, MACK & OLIVER LLC",2269,A,"ELLIS, JOHN, CLYDE",I,MANAGING MEMBER,01/2013,C,Y,False,parent_brand
105466,"BECK, MACK & OLIVER LLC",2269,A,"BARNEY, ELIZABETH, RYAN",I,MEMBER,01/2020,B,Y,False,
105466,"BECK, MACK & OLIVER LLC",2269,A,"TAYLOR, EDWARD, TENNENT",I,MEMBER,01/2024,B,Y,False,
105471,OBERWEIS ASSET MANAGEMENT INC,7916,A,"OBERWEIS, JAMES, DONALD",I,SHAREHOLDER,09/1994,B,N,False,
105471,OBERWEIS ASSET MANAGEMENT INC,7916,A,"OBERWEIS, JAMES, WALTER",I,"CHAIRMAN, PRESIDENT, SHAREHOLDER AND DIRECTOR",11/1994,D,Y,False,wholly_owned
105471,OBERWEIS ASSET MANAGEMENT INC,7916,A,"JOYCE, THOMAS, PATRICK",I,"CHIEF COMPLIANCE OFFICER, SECRETARY",09/2022,NA,N,False,
105471,OBERWEIS ASSET MANAGEMENT INC,7916,A,"HANNEMANN, ERIC, VICARY",I,"CHIEF FINANCIAL OFFICER, TREASURER",09/2022,NA,N,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"LEE, AMY, JO",I,"GENERAL COUNSEL, SECRETARY, AND SR. MANAGING DIRECTOR",09/1996,NA,Y,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"BYRUM, MICHAEL, PAUL",I,SR. MANAGING DIRECTOR,06/2010,NA,Y,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"RYDEX HOLDINGS, LLC",DE,MEMBER,01/2011,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"DAMMAN, AMY, LEIGH",I,ASSISTANT TREASURER,12/2012,NA,Y,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"BEIER, DUSTAN, ROY",I,CHIEF FINANCIAL OFFICER & TREASURER,08/2015,NA,Y,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"CATALUCCI, JOANNA, MARIE",I,SR. MANAGING DIRECTOR,07/2013,NA,Y,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"MISANTONE, MARGAUX, MARIE",I,CHIEF COMPLIANCE OFFICER,01/2018,NA,Y,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"BINDER, BRIAN, EDWARD",I,"PRESIDENT, MUTUAL FUNDS BOARDS AND SR. MANAGING DIRECTOR",01/2018,NA,Y,False,
105477,GUGGENHEIM INVESTMENTS,9191,A,"GUGGENHEIM CAPITAL, LLC",DE,"GUGGENHEIM PARTNERS, LLC",MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"GUGGENHEIM CAPITAL, LLC",DE,"GUGGENHEIM MANAGER, INC.",SHAREHOLDER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"GUGGENHEIM PARTNERS INVESTMENT MANAGEMENT HOLDINGS, LLC",DE,"RYDEX HOLDINGS, LLC",MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,GI HOLDCO LLC,DE,"GIH BORROWER, LLC",MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,GI HOLDCO II LLC,DE,GI HOLDCO LLC,MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"GUGGENHEIM PARTNERS, LLC",DE,GI HOLDCO II LLC,MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"GMI GPIMH, LLC",DE,"GIH PARENT, LLC",MANAGING MEMBER,,Y,True,
105477,GUGGENHEIM INVESTMENTS,9191,A,"GUGGENHEIM MANAGER, INC.",DE,"GMI GPIMH, LLC",MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"GUGGENHEIM INVESTMENTS HOLDINGS, LLC",DE,"GUGGENHEIM PARTNERS INVESTMENT MANAGEMENT HOLDINGS, LLC",MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"GIH PARENT, LLC",DE,"GUGGENHEIM INVESTMENTS HOLDINGS, LLC",MEMBER,E,Y,True,wholly_owned
105477,GUGGENHEIM INVESTMENTS,9191,A,"GIH BORROWER, LLC",DE,"GIH PARENT, LLC",MEMBER,E,Y,True,wholly_owned
105508,"SCHARF INVESTMENTS, LLC",9179,A,"KRAWEZ, BRIAN, ALAN",I,,PRESIDENT & MANAGING MEMBER (CLASS A),,,False,
105508,"SCHARF INVESTMENTS, LLC",9179,A,"K5 CAPITAL MANAGEMENT, LLC",DE,,MEMBER (CLASS A),,,True,
105508,"SCHARF INVESTMENTS, LLC",9179,A,"KRAWEZ, KAREN",I,,MEMBER (CLASS A),,,False,
105508,"SCHARF INVESTMENTS, LLC",9179,A,IM SQUARE HOLDING 5 LLC,FE,,MEMBER (CLASS C),,,True,
105510,"HENRY H. ARMSTRONG ASSOCIATES, INC.",11181,A,"ARMSTRONG, JAMES, MCKAY",I,PRESIDENT,01/1998,E,Y,False,wholly_owned
105510,"HENRY H. ARMSTRONG ASSOCIATES, INC.",11181,A,"SCHOLL, ADAM, P",I,SENIOR VICE PRESIDENT,02/2009,NA,Y,False,
105510,"HENRY H. ARMSTRONG ASSOCIATES, INC.",11181,A,"EBERHART, PETER, D",I,MANAGING DIRECTOR / CHIEF COMPLIANCE OFFICER,09/2013,NA,Y,False,
105515,HALBERT HARGROVE,2328,A,"HALBERT HARGROVE HOLDINGS, INC.",DE,MANAGING MEMBER,12/1998,C,Y,True,parent_brand
105515,HALBERT HARGROVE,2328,A,"ABUSAID, JOHN, CARLOS",I,CHIEF EXECUTIVE OFFICER,01/2011,B,Y,False,
105515,HALBERT HARGROVE,2328,A,"CROSS, CRAIG, TRAVIS",I,MANAGING DIRECTOR,12/1998,NA,Y,False,
105515,HALBERT HARGROVE,2328,A,"HILL, RUSSELL, THOMAS",I,,"HALBERT HARGROVE HOLDINGS, INC.",,PRESIDENT,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"KOLOKOTRONES, THEOFANIS, A",I,CHAIRMAN EMERITUS,06/2024,B,Y,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"FRIED, JOEL, PAUL",I,CHAIRMAN,06/2024,C,Y,False,parent_brand
105516,PRIMECAP MANAGEMENT CO,6309,A,"MORDECAI, ALFRED, WINBORNE",I,PRESIDENT,06/2024,B,Y,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"ANSARI, MOHAMMED, MOHSIN",I,VICE CHAIRMAN,06/2024,B,Y,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"MARCHETTI, JAMES, K",I,EXECUTIVE VICE PRESIDENT,09/2005,B,Y,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"BUCHER, JOHN, RAYMOND",I,CHIEF OPERATING OFFICER,09/2018,NA,N,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"OTTOSEN, JENNIFER, ANN",I,CHIEF COMPLIANCE OFFICER,03/2020,NA,N,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"MOLINELLI, GREGORY, TODD",I,EXECUTIVE VICE PRESIDENT,01/2023,A,Y,False,
105516,PRIMECAP MANAGEMENT CO,6309,A,"WARNICK, WILLIAM, TODD",I,CHIEF FINANCIAL OFFICER,11/2018,NA,N,False,
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,BHMS INVESTMENT HOLDINGS LP,DE,MEMBER,02/2010,C,Y,True,parent_brand
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,"MARTIN, CORY, LAWRENCE",I,"CEO, EXECUTIVE DIRECTOR, MEMBER BOARD OF MANAGERS",09/2017,NA,Y,False,
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,PERPETUAL US HOLDING COMPANY INC,DE,"MEMBER, MEMBER BOARD OF MANAGERS",11/2020,D,Y,True,wholly_owned
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,"ACKELS, HANNAH, MULVEY",I,"CCO, MANAGING DIRECTOR",04/2021,NA,Y,False,
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,"GIAMBRONE, MARK, NMN",I,"EXECUTIVE DIRECTOR, MEMBER BOARD OF MANAGERS",08/2020,NA,Y,False,
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,"SISSON, ERIN, LAYNE",I,"CFO, MANAGING DIRECTOR",06/2022,NA,Y,False,
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,"WRIGHTON, RANDOLPH, SYMONDS JR",I,"EXECUTIVE DIRECTOR, MEMBER BOARD OF MANAGERS",03/2026,NA,Y,False,
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,PERPETUAL ACQUISITION COMPANY LIMITED,FE,PERPETUAL US HOLDING COMPANY INC,OWNER,E,Y,True,wholly_owned
105519,BARROW HANLEY GLOBAL INVESTORS,8535,A,PERPETUAL LIMITED,FE,PERPETUAL ACQUISITION COMPANY LIMITED,OWNER,E,Y,True,wholly_owned
