name,entity,type,category
Dentgroup LLC,institution,,uncategorized
"Denver PWM, LLC",institution,,uncategorized
Deseret Mutual Benefit Administrators,institution,,uncategorized
Desjardins Financial Security Life Assurance Company,institution,,uncategorized
Desjardins Groupe D'assurances Generales Inc,institution,,strategic
Desjardins Investments Inc,institution,,active
Desjardins Securities inc.,institution,,strategic
Desjardins Trust Inc.,institution,,endowment_foundation
Destiny Capital Corp/CO,institution,,active
"Destiny Wealth Partners, LLC",institution,,wealth_management
"DiNuzzo Private Wealth, Inc.",institution,,wealth_management
"Diametric Capital, LP",institution,,active
Diana Davis Spencer Foundation,institution,,endowment_foundation
"Diesslin Group, Inc.",institution,,strategic
"DigitalBridge Group, Inc.",institution,,strategic
"DigitalBridge Liquid Accounts Adviser, LLC",institution,,uncategorized
Dimensional Ireland Ltd,institution,,strategic
Discerene Group LP,institution,,uncategorized
"Discipline Wealth Solutions, LLC",institution,,wealth_management
"Disciplined Equity Management, Inc.",institution,,active
"Disciplined Equity Management, Inc.",institution,,active
"Disciplined Investments, LLC",institution,,active
"Disciplined Investors, L.L.C.",institution,,uncategorized
Discovery Value Fund,institution,,uncategorized
Div Capital Phoenix Assets Ltd,institution,,active
"Divco West Real Estate Services, LLC",institution,,uncategorized
"Diversified Enterprises, LLC",institution,,uncategorized
"Diversified Investment Strategies, LLC",institution,,active
"Diversified Investment Strategies, LLC",institution,,active
"Diversified Partners, Inc.",institution,,active
"Diversified Portfolios, Inc.",institution,,strategic
"Diversify Advisory Services, LLC",institution,,wealth_management
Dixon Mitchell Investment Counsel Inc.,institution,,active
Dockside LLC,institution,,uncategorized
"Dodds Wealth, LLC",institution,,wealth_management
Doherty & Associates Ltd.,institution,,strategic
Domini Impact Investments LLC,institution,,active
"Donald L. Hagan, LLC",institution,,uncategorized
"Donalies Financial Planning, LLC",institution,,wealth_management
Donoghue Forlines LLC,institution,,uncategorized
"Donor Advised Charitable Giving, Inc.",institution,,endowment_foundation
Dorsey Wright & Associates,institution,,active
"Dougherty & Associates, LLC",institution,,active
"Douglas Lane & Associates, LLC",institution,,active
"Drake & Associates, LLC",institution,,active
"Drake & Associates, LLC",institution,,active
Dream Peak Capital Ltd,institution,,active
Drexel Morgan & Co.,institution,,strategic
"Drucker Wealth 3.0, LLC",institution,,wealth_management
Drystone LLC,institution,,uncategorized
Dubly Transatlantique Gestion,institution,,uncategorized
"Dunhill Financial, LLC",institution,,uncategorized
Duquesne Family Office LLC,institution,,family_office
Dymon Asia Capital (HK) Ltd,institution,,active
Dynamic Advisor Solutions LLC,institution,,uncategorized
Dynamic Technology Lab Private Ltd,institution,,strategic
"Dynamic Wealth Strategies, LLC",institution,,wealth_management
Dynamo Administracao de Recursos Ltda.,institution,,strategic
"E Fund Management Co., Ltd.",institution,,active
E-L Financial Corp Ltd,institution,,strategic
"E6 Portfolios, LLC",institution,,uncategorized
EAGLE ASSET MANAGEMENT INC,institution,,active
EARNEST PARTNERS LLC,institution,,active
ECLECTIC ASSOCIATES INC /ADV,institution,,strategic
"ECLIPSE OPERATIONS, LLC",institution,,uncategorized
ECOFI INVESTISSEMENTS SA,institution,,uncategorized
"ECP ControlCo, LLC",institution,,uncategorized
"ECP GP V, LP",institution,,uncategorized
"ECP V, LLC",institution,,uncategorized
"EDENBROOK LONG ONLY VALUE FUND, LP",institution,,uncategorized
EDGEWOOD MANAGEMENT LLC,institution,,active
EDMOND DE ROTHSCHILD (MONACO),institution,,uncategorized
EDMOND DE ROTHSCHILD (SUISSE) S.A.,institution,,uncategorized
EDMOND DE ROTHSCHILD HOLDING S.A.,institution,,uncategorized
EFG International AG,institution,,uncategorized
"EGI-AM Investments, L.L.C.",institution,,active
EHP Funds Inc.,institution,,strategic
"EIGHT 31 FINANCIAL, LLC",institution,,uncategorized
EJF Capital LP,institution,,active
EJF Capital LP,institution,,active
"ELCO Management Co., LLC",institution,,active
"ELEVATE WEALTH ADVISORY, INC",institution,,wealth_management
"ELEVATION POINT WEALTH PARTNERS, LLC",institution,,wealth_management
"ELEVATION POINT WEALTH PARTNERS, LLC",institution,,wealth_management
ELEVATUS WELATH MANAGEMENT,institution,,active
ELEVATUS WELATH MANAGEMENT,institution,,active
"ELK INSURANCE HOLDINGS, LLC ",institution,,pension_insurance
ELLERSON GROUP INC /ADV,institution,,strategic
ELLINGTON MANAGEMENT GROUP LLC,institution,,active
"ELLIOTT ASSOCIATES, L.P.",institution,,active
"ELLIOTT INTERNATIONAL, L.P.",institution,,uncategorized
"EMG Holdings, L.P.",institution,,uncategorized
"EMINENCE CAPITAL, LP",institution,,active
EMORY UNIVERSITY,institution,,endowment_foundation
"EMPOWER HARVEST MANAGEMENT SERVICES, INC.",institution,,active
"ENDEAVOR PRIVATE WEALTH, INC.",institution,,wealth_management
ENTERPRISE BANCORP INC /MA/,institution,,strategic
"ENTREWEALTH, LLC",institution,,wealth_management
ENTRUST FINANCIAL LLC,institution,,endowment_foundation
ENZI WEALTH,institution,,wealth_management
"EPIQ PARTNERS, LLC",institution,,active
EQ LLC,institution,,uncategorized
EQT Fund Management S.a r.l.,institution,,active
"EQUITEC PROPRIETARY MARKETS, LLC",institution,,uncategorized
EQUITY INVESTMENT CORP,institution,,active
"ER Collective Holdings, LLC",institution,,uncategorized
"ERn Financial, LLC",institution,,uncategorized
"ES4, LLC",institution,,uncategorized
ESG Planning DBA Harper Investing,institution,,wealth_management
"ESL Trust Services, LLC",institution,,endowment_foundation
EVERETT HARRIS & CO /CA/,institution,,strategic
"EVOKE WEALTH, LLC",institution,,wealth_management
EVR Research LP,institution,,uncategorized
"EWA, LLC",institution,,uncategorized
EWG Elevate Inc.,institution,,strategic
EXCALIBUR MANAGEMENT CORP,institution,,active
"EXCHANGE TRADED CONCEPTS, LLC",institution,,uncategorized
Eagle Health Investments LP,institution,,active
Eagle Point Credit Management LLC,institution,,active
Eagle Point Defensive Income Management LLC,institution,,active
Eagle Point Enhanced Income Management LLC,institution,,active
Eagle Strategies LLC,institution,,uncategorized
"EagleClaw Capital Managment, LLC",institution,,active
"Eaton Financial Holdings Company, LLC",institution,,uncategorized
Eaton-Cambridge Inc.,institution,,strategic
Ebbel Matthew,institution,,uncategorized
Ebor Charitable Trust,institution,,endowment_foundation
"EcoR1 Capital, LLC",institution,,active
Econ Financial Services Corp,institution,,wealth_management
Eddie Patel Inc,institution,,strategic
"Edenbrook Capital, LLC",institution,,active
EdgeRock Capital LLC,institution,,active
"Edgestream Partners, L.P.",institution,,active
Edmond de Rothschild (Europe),institution,,uncategorized
Edmond de Rothschild (France),institution,,uncategorized
"Edward D. Jones & Co., L.P.",institution,,strategic
Egerton Capital (UK) LLP,institution,,active
"Egerton Capital (US), LP",institution,,active
Ehrenkranz Partners L.P.,institution,,hedge_fund
Eisler Capital (MT) Ltd,institution,,active
Eisler Capital (UK) Ltd.,institution,,active
Eisler Capital (UK) Ltd.,institution,,active
Eisler Capital (US) LLC,institution,,active
"El Puerto de Liverpool, S.A.B. de C.V. ",institution,,uncategorized
"Eldred Rock Partners, LLC",institution,,active
"Eldridge Industries, LLC",institution,,uncategorized
"Electron GP, LLC",institution,,uncategorized
"Electron Infrastructure GP, LLC",institution,,uncategorized
Electrum Group LLC,institution,,uncategorized
Elefante Mark B,institution,,uncategorized
Element Squared LLC,institution,,uncategorized
Element Squared LLC,institution,,uncategorized
"Element Wealth, LLC",institution,,wealth_management
"Elequin Capital, LP",institution,,active
Eleva Capital SAS,institution,,active
"Elevated Private Wealth, LLC",institution,,wealth_management
"Elevation Capital Advisory, LLC",institution,,wealth_management
"Eley Financial Management, Inc",institution,,active
"Eliot Finkel Investment Counsel, LLC",institution,,active
"Elite Financial, Inc.",institution,,strategic
Elite Life Management LLC,institution,,active
"Ellevest, Inc.",institution,,strategic
Ellington Investments Pte. Ltd.,institution,,active
"Ellis Investment Partners, LLC",institution,,active
Elm Partners Management LLC,institution,,active
"Elmind Capital, LP",institution,,active
Elo Mutual Pension Insurance Co,institution,,pension_insurance
"Elser Financial Planning, Inc",institution,,wealth_management
"Elwood & Goetz Wealth Advisory Group, LLC",institution,,wealth_management
"Elyxium Wealth, LLC",institution,,wealth_management
"Elyxium Wealth, LLC",institution,,wealth_management
"Emergence GP Partners, LLC",institution,,active
"Emeth Value Capital, LLC",institution,,active
Emissary Wealth LLC,institution,,wealth_management
"Empire Financial Management Company, LLC",institution,,active
Empire Life Investments Inc.,institution,,active
"Empirical Finance, LLC",institution,,uncategorized
Employees Retirement System of Texas,institution,,pension_insurance
Employees' Retirement Fund of the City of Fort Worth,institution,,pension_insurance
"Employers Holdings, Inc.",institution,,strategic
"Empower Advisory Group, LLC",institution,,wealth_management
Empower Annuity Insurance Co,institution,,pension_insurance
Empower Annuity Insurance Co of America,institution,,pension_insurance
"EnCap Energy Capital Fund IX, L.P.",institution,,active
"EnCap Energy Capital Fund VIII, L.P.",institution,,active
"EnCap Energy Capital Fund X, L.P.",institution,,active
"EnCap Energy Capital Fund XI, L.P.",institution,,active
"EnCap Energy Capital Fund XII, L.P.",institution,,active
"EnCap Partners GP, LLC",institution,,active
EnRich Financial Partners LLC,institution,,active
Endurance Services Ltd,institution,,strategic
"EnerVest Investment Services, L.L.C.",institution,,active
"EnerVest, Ltd.",institution,,strategic
"Energy Income Partners, LLC",institution,,active
"Engaged Capital Holdings, LLC",institution,,active
Engaged Capital LLC,institution,,active
Engineers Gate Manager LP,institution,,uncategorized
Enhancing Capital LLC,institution,,active
Enstar Group LTD,institution,,strategic
"Entelevest, LLC",institution,,uncategorized
Enterprise Financial Services Corp,institution,,wealth_management
Enterprise Trust & Investment Co,institution,,endowment_foundation
"Entropy Technologies, LP",institution,,uncategorized
"Entruity Wealth, LLC",institution,,wealth_management
"EntryPoint Capital, LLC",institution,,active
Envision Financial LLC,institution,,uncategorized
"Envision Financial Planning, LLC",institution,,wealth_management
"Eos Management, L.P.",institution,,active
"Epoch Investment Partners, Inc.",institution,,active
"Equita Financial Network, Inc.",institution,,strategic
"Equitable Holdings, Inc.",institution,,strategic
"Equity Wealth Partners, LLC",institution,,wealth_management
"Essential Planning, LLC.",institution,,wealth_management
"Essex Financial Services, Inc.",institution,,wealth_management
Essex LLC,institution,,uncategorized
Essex LLC,institution,,uncategorized
"Essex Woodlands Management, Inc.",institution,,active
Esta Investments Pte. Ltd.,institution,,active
"Estate Counselors, LLC",institution,,uncategorized
Ethic Inc.,institution,,strategic
Euclidean Capital LLC,institution,,active
"Euclidean Technologies Management, LLC",institution,,active
Eurizon Capital SGR S.p.A.,institution,,active
Eurizon SLJ Capital Ltd,institution,,active
European Investors Ltd,institution,,strategic
Evans Investments Pte. Ltd.,institution,,active
Evansbrook LLC,institution,,uncategorized
Everest Management Corp.,institution,,active
Evergreen Private Wealth LLC,institution,,wealth_management
Evergreen Private Wealth LLC,institution,,wealth_management
"Evergreen Quality Fund GP, Ltd.",institution,,strategic
Evergreen Venture Partners Ltd.,institution,,venture_capital
Evergreen Wealth Partners LLC,institution,,wealth_management
"Eversept Partners, LP",institution,,active
"Eversept Partners, LP",institution,,active
Ewing Morris & Co. Investment Partners Ltd.,institution,,active
Excelsior Advisor Network LLC,institution,,uncategorized
"Exeter Financial, LLC",institution,,uncategorized
Exor N.V.,institution,,uncategorized
Exos TFP Holdings LLC,institution,,uncategorized
Expect Equity LLC,institution,,uncategorized
Expressive Wealth LLC,institution,,wealth_management
F.I.B.I. Holdings Ltd.,institution,,strategic
F/m Investments LLC,institution,,active
F/m Investments LLC,institution,,active
"FACT Capital, LP",institution,,active
FACTORIAL MANAGEMENT Ltd,institution,,active
FACTORY MUTUAL INSURANCE CO,institution,,pension_insurance
FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,institution,,strategic
"FAIRFIELD, BUSH & CO.",institution,,strategic
FAIRHOLME FUNDS INC,institution,,strategic
FARLEY CAPITAL L.P.,institution,,active
FARLEY STEPHEN L,institution,,uncategorized
FARMER COLIN MICHAEL,institution,,uncategorized
FARMERS & MERCHANTS INVESTMENTS INC,institution,,active
"FAS Wealth Partners, Inc.",institution,,wealth_management
FC Advisory LLC,institution,,wealth_management
FCA CORP /TX,institution,,strategic
FCG Investment Co,institution,,active
FCPM III SERVICES B.V.,institution,,uncategorized
"FEDERATED HERMES, INC.",institution,,strategic
"FFG Partners, LLC",institution,,active
FIAM LLC,institution,,uncategorized
FIDUCIARY COUNSELLING INC,institution,,strategic
"FIDUCIARY FAMILY OFFICE, LLC",institution,,family_office
FIDUCIARY MANAGEMENT INC /WI/,institution,,active
FIDUCIARY TRUST INTERNATIONAL LLC,institution,,endowment_foundation
"FIFTH LANE CAPITAL, LP",institution,,active
FIFTH THIRD BANCORP,institution,,strategic
FIFTHDELTA Ltd,institution,,strategic
FIG Blue LLC,institution,,uncategorized
"FIG Buyer GP, LLC",institution,,uncategorized
FIG LLC,institution,,uncategorized
"FIG Parent, LLC",institution,,uncategorized
FIGURE 8 INVESTMENT STRATEGIES LLC,institution,,active
FIL (Luxembourg) S.A.,institution,,uncategorized
FIL Investment Services (UK) Ltd,institution,,active
FIL Investments International,institution,,active
FIL Ltd,institution,,strategic
"FINANCIAL ADVISORY PARTNERS, LLC",institution,,wealth_management
"FINANCIAL CONSULATE, INC",institution,,strategic
FINANCIAL MANAGEMENT NETWORK INC,institution,,active
FINCO I Intermediate Holdco LLC,institution,,strategic
FINCO I LLC,institution,,strategic
"FIRETHORN WEALTH PARTNERS, LLC",institution,,wealth_management
FIRETRAIL INVESTMENTS PTY LTD,institution,,active
"FIRST AMERICAN TRUST, FSB",institution,,endowment_foundation
"FIRST BUSINESS FINANCIAL SERVICES, INC.",institution,,wealth_management
"FIRST CITIZENS INVESTOR SERVICES, INC.",institution,,strategic
FIRST COMMUNITY TRUST NA,institution,,endowment_foundation
"FIRST EAGLE SEPARATE ACCOUNT MANAGEMENT, LLC",institution,,active
FIRST FINANCIAL CORP /IN/,institution,,strategic
FIRST HORIZON CORP,institution,,strategic
FIRST MERCHANTS CORP,institution,,strategic
FIRST NATIONAL CORP /MA/ /ADV,institution,,strategic
FIRST WILSHIRE SECURITIES MANAGEMENT INC,institution,,active
"FISCHER INVESTMENT STRATEGIES, LLC",institution,,active
FISHMAN JAY A LTD/MI,institution,,strategic
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,institution,,pension_insurance
"FLAGSTAR FINANCIAL, INC.",institution,,strategic
"FLAGSTAR FINANCIAL, INC.",institution,,strategic
"FLAGSTAR FINANCIAL, INC.",institution,,strategic
FLEMING JAMES B JR,institution,,uncategorized
FLOSSBACH VON STORCH SE,institution,,uncategorized
FLOW TRADERS U.S. LLC,institution,,uncategorized
"FOCUSED ALPHA, LLC",institution,,hedge_fund
FOLKETRYGDFONDET,institution,,uncategorized
"FORA Capital, LLC",institution,,active
FORBES J M & CO LLP,institution,,strategic
FORBION GROWTH II MANAGEMENT B.V. ,institution,,active
FORMULA GROWTH LTD,institution,,strategic
FORSTA AP-FONDEN,institution,,uncategorized
FORTE CAPITAL LLC /ADV,institution,,active
"FORTRESS PRIVATE LEDGER, LLC",institution,,uncategorized
"FORTRESS PRIVATE LEDGER, LLC",institution,,uncategorized
FOSTER & MOTLEY INC,institution,,strategic
"FOSTER DYKEMA CABOT & PARTNERS, LLC",institution,,active
FOUNDATION RESOURCE MANAGEMENT INC,institution,,endowment_foundation
FOUNDATION RESOURCE MANAGEMENT INC,institution,,endowment_foundation
FOUNDERS FINANCIAL SECURITIES LLC,institution,,uncategorized
FOURSIXTHREE CAPITAL LP,institution,,active
"FOX RUN MANAGEMENT, L.L.C.",institution,,active
"FPC INVESTMENT ADVISORY, INC.",institution,,wealth_management
FPR PARTNERS LLC,institution,,active
FRANKLIN ADVISORY SERVICES LLC,institution,,wealth_management
"FRESHFORD PARTNERS, LP",institution,,active
"FSA Investment Group, LLC",institution,,wealth_management
"FSA WEALTH PARTNERS, INC.",institution,,wealth_management
"FTV Management Company, L.P.",institution,,active
FTX Recovery Trust,institution,,endowment_foundation
FUKOKU MUTUAL LIFE INSURANCE Co,institution,,pension_insurance
FULLCIRCLE WEALTH LLC,institution,,wealth_management
FULTON BREAKEFIELD BROENNIMAN LLC,institution,,uncategorized
FUNDSMITH INVESTMENT SERVICES LTD.,institution,,active
FUTURE YOU WEALTH LLC,institution,,wealth_management
"FWG Investments, LLC.",institution,,active
"Facet Wealth, Inc.",institution,,wealth_management
"Factorial Partners, LLC",institution,,active
Fairfield University,institution,,endowment_foundation
Fairmount Funds Management LLC,institution,,active
Fairmount Funds Management LLC,institution,,active
"Fairscale Capital, LLC",institution,,active
"Fairvoy Private Wealth, LLC",institution,,wealth_management
"Fairvoy Private Wealth, LLC",institution,,wealth_management
"Fairway Financial, LLC",institution,,uncategorized
Fairway Wealth LLC,institution,,wealth_management
Falcon Wealth Planning,institution,,wealth_management
Family CFO Inc,institution,,strategic
"Family Firm, Inc.",institution,,strategic
"Family Investment Center, Inc.",institution,,active
"Family Legacy Financial Solutions, LLC",institution,,uncategorized
"Family Legacy, Inc.",institution,,strategic
Family Management Corp,institution,,active
Family Management Corp,institution,,active
Family Office Research LLC,institution,,family_office
Farnam Financial LLC,institution,,uncategorized
Farrell Financial LLC,institution,,uncategorized
"Farringdon Capital, Ltd.",institution,,active
"Farrow Financial, Inc.",institution,,strategic
"Farrow Financial, Inc.",institution,,strategic
"Fearless Solutions, LLC dba Best Invest",institution,,uncategorized
Federation des caisses Desjardins du Quebec,institution,,uncategorized
"Fee-Only Financial Planning, L.C.",institution,,wealth_management
Feld Peter A,institution,,uncategorized
FengHe Fund Management Pte. Ltd.,institution,,active
Ferguson Shapiro LLC,institution,,uncategorized
Fidante Partners Ltd,institution,,active
Fidato Wealth LLC,institution,,wealth_management
"Fidelidade-Companhia de Seguros, S.A.",institution,,uncategorized
Fiduciary Alliance LLC,institution,,uncategorized
"Fiduciary Group, LLC",institution,,uncategorized
Fiduciary Planning LLC,institution,,wealth_management
Fiduciary Trust International of California,institution,,endowment_foundation
Fiduciary Trust International of the South,institution,,endowment_foundation
"Fiduciary Wealth Partners, LLC",institution,,wealth_management
Fiera Capital (UK) Ltd,institution,,active
Fiera Capital (UK) Ltd,institution,,active
Fiera Capital Corp,institution,,active
Fiera Capital Inc.,institution,,active
"Fifth Third Securities, Inc. ",institution,,strategic
"FinDec Wealth Services, Inc.",institution,,wealth_management
"Financial & Tax Architects, LLC",institution,,uncategorized
"Financial & Tax Architects, LLC",institution,,uncategorized
Financial Advisory Corp,institution,,wealth_management
"Financial Alternatives, Inc",institution,,strategic
"Financial Architects, LLC",institution,,uncategorized
"Financial Avengers, Inc.",institution,,strategic
"Financial Connections Group, Inc.",institution,,strategic
"Financial Council, LLC",institution,,uncategorized
Financial Designs Corp,institution,,strategic
Financial Enhancement Group LLC,institution,,uncategorized
Financial Enhancement Group LLC,institution,,uncategorized
"Financial Freedom, LLC",institution,,uncategorized
Financial Futures Ltd Liability Co.,institution,,strategic
"Financial Gravity Companies, Inc.",institution,,strategic
"Financial Guidance Group, Inc.",institution,,strategic
"Financial Harvest, LLC",institution,,uncategorized
"Financial Insights, Inc.",institution,,strategic
Financial Life Planners,institution,,uncategorized
Financial Life Planners,institution,,uncategorized
"Financial Partners Group, Inc",institution,,active
"Financial Partners Group, LLC",institution,,active
"Financial Perspectives, Inc",institution,,strategic
"Financial Plan, Inc.",institution,,strategic
"Financial Planning Fort Collins, LLC",institution,,wealth_management
"Financial Planning Hawaii, Inc.",institution,,wealth_management
Financial Planning Navigators CORP,institution,,wealth_management
"Financial Security Advisor, Inc.",institution,,strategic
"Financial Strategies Group, Inc.",institution,,strategic
Financial Symmetry Inc,institution,,strategic
Financial Symmetry Inc,institution,,strategic
Financially Speaking Inc,institution,,strategic
"Financially in Tune, LLC",institution,,uncategorized
"Financiere des Professionnels - Fonds d,investissement inc.",institution,,strategic
"Financiere des Professionnels - Fonds d,investissement inc.",institution,,strategic
Findlay Park Partners LLP,institution,,active
Finepoint Capital LP,institution,,active
Finivi Inc.,institution,,strategic
"Finley Financial, LLC",institution,,uncategorized
Fintech Partners Ltd,institution,,active
Finward Bancorp,institution,,strategic
First Affirmative Financial Network,institution,,uncategorized
First Affirmative Financial Network,institution,,uncategorized
First American Financial Corp,institution,,strategic
"First Bancorp, Inc /ME/",institution,,strategic
First Beijing Investment Ltd,institution,,active
First Citizens Financial Corp,institution,,strategic
"First Command Advisory Services, Inc.",institution,,wealth_management
First Commonwealth Financial Corp /PA/,institution,,wealth_management
"First Fiduciary Investment Counsel, Inc.",institution,,active
"First Fiduciary Investment Counsel, Inc.",institution,,active
First Growth Capital LLC,institution,,active
"First Heartland Consultants, Inc.",institution,,strategic
"First Long Island Investors, LLC",institution,,uncategorized
First Reserve GP XIII Ltd,institution,,strategic
First Sentier Investors (Australia) IM Ltd ,institution,,strategic
First Sentier Investors (Australia) RE Ltd,institution,,strategic
First Sentier Investors (Hong Kong) Ltd,institution,,strategic
First Sentier Investors (Singapore),institution,,uncategorized
First Sentier Investors (UK) IM Ltd,institution,,strategic
First Sentier Investors International IM Ltd,institution,,strategic
First Sentier Investors RQI Pty Ltd,institution,,strategic
"First Turn Management, LLC",institution,,active
Fischel Nathan,institution,,uncategorized
"Fischer Financial Services, Inc.",institution,,wealth_management
Fisher Funds Management LTD,institution,,active
"Fivespan Partners, LP",institution,,active
"Fjell Capital, LLC",institution,,active
"Flagship Pioneering, LLC",institution,,uncategorized
"Flagship Pioneering, LLC",institution,,uncategorized
"Flagship Private Wealth, LLC",institution,,wealth_management
Flat Footed LLC,institution,,uncategorized
"Flexible Plan Investments, Ltd.",institution,,active
"Flight Deck Capital, LP",institution,,active
Florin Court Capital LLP,institution,,active
Flower City Capital,institution,,active
Flynn Management LLC,institution,,active
Flywheel Private Wealth LLC,institution,,wealth_management
"Focus Financial Network, Inc.",institution,,strategic
"Focus Partners Advisor Solutions, LLC",institution,,active
Focus Partners Wealth,institution,,wealth_management
Focused Investors LLC,institution,,uncategorized
Fondsmaeglerselskabet Maj Invest A/S,institution,,uncategorized
"Forbes Financial Planning, Inc.",institution,,wealth_management
Forbion Growth III Management B.V.,institution,,active
Forbion Growth Management B.V.,institution,,active
Forbion IV Management B.V.,institution,,active
"Fore Capital, LLC",institution,,active
"Forefront Analytics, LLC",institution,,uncategorized
"Forefront Wealth Partners, LLC",institution,,wealth_management
"Foresight Global Investors, Inc.",institution,,strategic
Foresight Group Ltd Liability Partnership,institution,,active
"Forest Hill Capital, LLC",institution,,active
Forge Financial Services LLC,institution,,wealth_management
"Fort Henry Capital, LLC",institution,,active
Forthright Family Wealth Advisory LLC,institution,,family_office
"Fortitude Family Office, LLC",institution,,family_office
"Fortitude Financial, LLC",institution,,uncategorized
"Fortress Financial Solutions, LLC",institution,,uncategorized
Fortress Investment Group LLC,institution,,wealth_management
Fortress Operating Entity I LP,institution,,uncategorized
Fortune 45 LLC,institution,,uncategorized
"Forum Financial Management, LP",institution,,active
Forum Private Client Group LLC,institution,,uncategorized
"Foster Group, Inc.",institution,,strategic
Fosun International Ltd,institution,,strategic
Foundation Holdco LP,institution,,endowment_foundation
"Founders Financial Alliance, LLC",institution,,uncategorized
"Founders Fund Growth II Management, LP",institution,,active
"Founders Fund Growth Management, LLC",institution,,active
"Founders Fund II Management, LLC",institution,,active
"Founders Fund III Management, LLC",institution,,active
"Founders Fund IV Management, LLC",institution,,active
"Founders Fund V Management, LLC",institution,,active
"Founders Fund VI Management, LLC",institution,,active
"Founders Fund VII Management, LLC",institution,,active
Foundry Financial LLC,institution,,uncategorized
"Foundry Partners, LLC",institution,,active
Four Tree Island Advisory LLC,institution,,wealth_management
"FourThought Financial Partners, LLC",institution,,active
"Fourth Dimension Wealth, LLC",institution,,wealth_management
Fourth Sail Capital LP,institution,,active
"Fox Financial, Inc",institution,,strategic
"Foyston, Gordon, & Payne Inc",institution,,strategic
"Foyston, Gordon, & Payne Inc",institution,,strategic
Fractal Investments LLC,institution,,active
Framtiden Holdings Management Co LLC,institution,,active
Franchise Capital Ltd,institution,,active
Franchise GP Ltd,institution,,strategic
"Francis Financial, Inc.",institution,,strategic
"Francisco Partners Management, LP",institution,,active
"Franklin Managed Options Strategies, LLC",institution,,uncategorized
"Frankly Finances, LLC",institution,,uncategorized
"Frazier Life Sciences Management, L.P.",institution,,active
"Frec Markets, Inc.",institution,,strategic
"Frederick Financial Consultants, LLC",institution,,uncategorized
"Freedom Day Solutions, LLC",institution,,uncategorized
Freedom Financial Partners LLC,institution,,active
Freedom Together Foundation,institution,,endowment_foundation
Freemont Capital Pte Ltd,institution,,active
Freemont Management S.A.,institution,,active
"Freestone Capital Holdings, LLC",institution,,active
Freestone Grove Partners LP,institution,,hedge_fund
Friday Financial,institution,,uncategorized
Friedenthal Financial,institution,,uncategorized
"Frist Capital, LLC",institution,,active
Fulcrum Capital LLC,institution,,active
Fulcrum Equity Management,institution,,active
"Full Sail Capital, LLC",institution,,active
Fullerton Fund Investments Pte Ltd,institution,,active
Fullerton Fund Management Co Ltd.,institution,,active
Fullerton Management Pte Ltd,institution,,active
"Fund 1 Investments, LLC",institution,,active
"Fund Evaluation Group, LLC",institution,,uncategorized
Fund Resources Investment Holding Group Co Ltd,institution,,active
Fundamenta Capital S.A.,institution,,active
Funde Sino Life Insurance Co Ltd,institution,,pension_insurance
Fundsmith LLP,institution,,uncategorized
Fundstrat Capital LLC,institution,,active
"Fusion Capital, LLC",institution,,active
"Fusion Family Wealth, LLC",institution,,family_office
Future Financial Wealth Managment LLC,institution,,wealth_management
Future Fund LLC,institution,,uncategorized
Future Fund LLC,institution,,uncategorized
G&S Capital LLC,institution,,active
"G.F.W. Energy XI, L.P.",institution,,uncategorized
"G.F.W. Energy XII, L.P.",institution,,uncategorized
"G1 EXECUTION SERVICES, LLC",institution,,uncategorized
G2 Investment Partners Management LLC,institution,,active
GAGNON SECURITIES LLC,institution,,uncategorized
GAM Holding AG,institution,,uncategorized
"GAMCO INVESTORS, INC. ET AL",institution,,strategic
GAMMA Investing LLC,institution,,uncategorized
GARDNER RUSSO & QUINN LLC,institution,,uncategorized
"GARNET EQUITY CAPITAL HOLDINGS, INC.",institution,,active
GARRISON PROPERTY & CASUALTY INSURANCE CO,institution,,pension_insurance
GATES FOUNDATION TRUST,institution,,endowment_foundation
"GC-32 Mineral Partners, L.P.",institution,,active
"GCM Grosvenor Holdings, LLC",institution,,uncategorized
GCM Grosvenor L.P.,institution,,uncategorized
"GCM, L.L.C.",institution,,uncategorized
GCQ FUNDS MANAGEMENT PTY Ltd,institution,,active
GEICO Corp,institution,,strategic
"GEM GP, LLC",institution,,uncategorized
"GEN Financial Management, INC.",institution,,active
GENDELL JEFFREY L,institution,,uncategorized
GENERAL AMERICAN INVESTORS CO INC,institution,,strategic
"GENERAL ATLANTIC, L.P.",institution,,uncategorized
GENERAL RE CORP,institution,,strategic
"GENESIS PRIVATE WEALTH, LLC",institution,,wealth_management
GENRE PARTNERS L P,institution,,active
"GENTRY PRIVATE WEALTH, LLC",institution,,wealth_management
"GERMAN AMERICAN BANCORP, INC.",institution,,strategic
"GERMAN AMERICAN BANCORP, INC.",institution,,strategic
GF FUND MANAGEMENT CO. LTD.,institution,,active
"GFG Capital, LLC",institution,,active
GFI Investment Counsel Ltd.,institution,,active
GFI Investment Counsel Ltd.,institution,,active
GGM Financials LLC,institution,,uncategorized
GILDER GAGNON HOWE & CO LLC,institution,,strategic
"GILEAD SCIENCES, INC.",institution,,strategic
"GIRARD ADVISORY SERVICES, LLC",institution,,wealth_management
GLG LLC,institution,,uncategorized
GLG Partners LP,institution,,hedge_fund
GLOBAL STRATEGIC MANAGEMENT INC,institution,,active
GLOBAL VALUE INVESTMENT CORP.,institution,,active
